@relation 'opinion'
@attribute 'doc' string
@attribute '$class' {-1, 1}

@data
"rare full usual low whole bizarre only ", 1
"great late good more strong remarkable good concerned soft great uptight cool nice gritty commanding pleased right beautiful obvious small glad great variable sorry gay thick much necessary gay regular mixed most ", 1
"many good few gifted great perfect few more cheap good ", 1
"high more magical senseless ", 1
"favourite last few good corny great good old recent utter forbidden benchmark new like such fantastic classic classic great simple available more special less good serious favourite special fantastic far-fetched great ", 1
"young consecutive special real villainous lovely outstanding ", 1
"loud recognisable gentle strange quirky little few new visual picky overall great feel-good worth great ", 1
"raggedy new 7th present other delightful possible Very cute many many different imaginary new different new great uptight evil old black old new short able excellent real confusing other real hard hard scary old creepy scary animated good very classic good sure wonderful timeless late unique great great favorite stuffed dark real other particular easy ", 1
"great unique typical most next wrong first primitive main disgusting horrible strange perverted animated attentive typical tolerant ", 1
"much chilling tremendous top lifelong such only preachy many less ideal ", 1
"whole same different beautiful own intelligent defensive unable further ", 1
"brilliant winning own realistic good bad murky tense foggy grimy Irish dramatic cinematic ", 1
"wicked pure wonderful new outstanding delightful funny dramatic perfect fabulous sure appropriate young old hilarious skeptical ", 1
"most great severe more many watchable great perfect Japanese welcome high true accurate true improbable true true amazing much real incredible true ", 1
"classic southern good wealthy most whirlwind difficult full good faithful wedded pregnant drunken dead memorable unsuccessful memorable unfortunate brilliant good upset ", 1
